datetime,underlying_price,hour,minute,strike,option_type,iv,option_name,prev_iv,next_iv
2026-01-20 10:30:00,25478.75,10,30,24100,0,0.18781,NIFTY27JAN2624100PE,0.18871,0.18693
2026-01-20 10:35:00,25473.7,10,35,24100,0,0.18693,NIFTY27JAN2624100PE,0.18781,0.18906
2026-01-20 10:40:00,25492.55,10,40,24100,0,0.18906,NIFTY27JAN2624100PE,0.18693,0.18776
2026-01-20 10:45:00,25480.45,10,45,24100,0,0.18776,NIFTY27JAN2624100PE,0.18906,
2026-01-20 10:50:00,25478.05,10,50,24100,0,,NIFTY27JAN2624100PE,0.18776,0.18832
2026-01-20 10:55:00,25465.4,10,55,24100,0,0.18832,NIFTY27JAN2624100PE,,0.18736
2026-01-20 11:00:00,25459.55,11,0,24100,0,0.18736,NIFTY27JAN2624100PE,0.18832,0.18708
2026-01-20 11:05:00,25453.55,11,5,24100,0,0.18708,NIFTY27JAN2624100PE,0.18736,0.18522
2026-01-20 11:10:00,25452.35,11,10,24100,0,0.18522,NIFTY27JAN2624100PE,0.18708,0.18416
2026-01-20 11:15:00,25445.65,11,15,24100,0,0.18416,NIFTY27JAN2624100PE,0.18522,0.18431
2026-01-20 11:20:00,25449.95,11,20,24100,0,0.18431,NIFTY27JAN2624100PE,0.18416,0.18367
2026-01-20 11:25:00,25447.1,11,25,24100,0,0.18367,NIFTY27JAN2624100PE,0.18431,0.18574
2026-01-20 11:30:00,25458.7,11,30,24100,0,0.18574,NIFTY27JAN2624100PE,0.18367,0.18664
2026-01-20 11:35:00,25466.4,11,35,24100,0,0.18664,NIFTY27JAN2624100PE,0.18574,
2026-01-20 11:40:00,25461.5,11,40,24100,0,,NIFTY27JAN2624100PE,0.18664,0.18563
2026-01-20 11:45:00,25463.2,11,45,24100,0,0.18563,NIFTY27JAN2624100PE,,0.18616
2026-01-20 11:50:00,25474.5,11,50,24100,0,0.18616,NIFTY27JAN2624100PE,0.18563,
2026-01-20 11:55:00,25481.0,11,55,24100,0,,NIFTY27JAN2624100PE,0.18616,0.18735
2026-01-20 12:00:00,25467.5,12,0,24100,0,0.18735,NIFTY27JAN2624100PE,,0.18582
2026-01-20 12:05:00,25450.2,12,5,24100,0,0.18582,NIFTY27JAN2624100PE,0.18735,0.1843
2026-01-20 12:10:00,25433.1,12,10,24100,0,0.1843,NIFTY27JAN2624100PE,0.18582,0.18538
2026-01-20 12:15:00,25439.15,12,15,24100,0,0.18538,NIFTY27JAN2624100PE,0.1843,
2026-01-20 12:20:00,25436.4,12,20,24100,0,,NIFTY27JAN2624100PE,0.18538,0.18337
2026-01-20 12:25:00,25423.6,12,25,24100,0,0.18337,NIFTY27JAN2624100PE,,0.1843
2026-01-20 12:30:00,25431.55,12,30,24100,0,0.1843,NIFTY27JAN2624100PE,0.18337,0.18374
2026-01-20 12:35:00,25423.05,12,35,24100,0,0.18374,NIFTY27JAN2624100PE,0.1843,0.18383
2026-01-20 12:40:00,25423.5,12,40,24100,0,0.18383,NIFTY27JAN2624100PE,0.18374,0.18237
2026-01-20 12:45:00,25416.4,12,45,24100,0,0.18237,NIFTY27JAN2624100PE,0.18383,0.18391
2026-01-20 12:50:00,25426.5,12,50,24100,0,0.18391,NIFTY27JAN2624100PE,0.18237,0.18387
2026-01-20 12:55:00,25428.95,12,55,24100,0,0.18387,NIFTY27JAN2624100PE,0.18391,0.18527
2026-01-20 13:00:00,25428.55,13,0,24100,0,0.18527,NIFTY27JAN2624100PE,0.18387,0.18511
2026-01-20 13:05:00,25423.7,13,5,24100,0,0.18511,NIFTY27JAN2624100PE,0.18527,0.18492
2026-01-20 13:10:00,25424.7,13,10,24100,0,0.18492,NIFTY27JAN2624100PE,0.18511,0.18399
2026-01-20 13:15:00,25413.05,13,15,24100,0,0.18399,NIFTY27JAN2624100PE,0.18492,0.18595
2026-01-20 13:20:00,25432.95,13,20,24100,0,0.18595,NIFTY27JAN2624100PE,0.18399,
2026-01-20 13:25:00,25422.0,13,25,24100,0,,NIFTY27JAN2624100PE,0.18595,
2026-01-20 13:30:00,25415.05,13,30,24100,0,,NIFTY27JAN2624100PE,,0.18565
2026-01-20 13:35:00,25392.3,13,35,24100,0,0.18565,NIFTY27JAN2624100PE,,0.18288
2026-01-20 13:40:00,25365.4,13,40,24100,0,0.18288,NIFTY27JAN2624100PE,0.18565,0.18461
2026-01-20 13:45:00,25372.15,13,45,24100,0,0.18461,NIFTY27JAN2624100PE,0.18288,
2026-01-20 13:50:00,25364.1,13,50,24100,0,,NIFTY27JAN2624100PE,0.18461,0.18455
2026-01-20 13:55:00,25368.4,13,55,24100,0,0.18455,NIFTY27JAN2624100PE,,
2026-01-20 14:00:00,25369.7,14,0,24100,0,,NIFTY27JAN2624100PE,0.18455,0.18532
2026-01-20 14:05:00,25359.55,14,5,24100,0,0.18532,NIFTY27JAN2624100PE,,0.18513
2026-01-20 14:10:00,25355.15,14,10,24100,0,0.18513,NIFTY27JAN2624100PE,0.18532,
2026-01-20 14:15:00,25366.45,14,15,24100,0,,NIFTY27JAN2624100PE,0.18513,0.18335
2026-01-20 14:20:00,25356.3,14,20,24100,0,0.18335,NIFTY27JAN2624100PE,,
2026-01-20 14:25:00,25378.65,14,25,24100,0,,NIFTY27JAN2624100PE,0.18335,0.18659
2026-01-20 14:30:00,25385.8,14,30,24100,0,0.18659,NIFTY27JAN2624100PE,,0.18902
2026-01-20 14:35:00,25374.45,14,35,24100,0,0.18902,NIFTY27JAN2624100PE,0.18659,0.18959
2026-01-20 14:40:00,25356.7,14,40,24100,0,0.18959,NIFTY27JAN2624100PE,0.18902,0.1883
2026-01-20 14:45:00,25345.55,14,45,24100,0,0.1883,NIFTY27JAN2624100PE,0.18959,0.18946
2026-01-20 14:50:00,25348.5,14,50,24100,0,0.18946,NIFTY27JAN2624100PE,0.1883,
2026-01-20 14:55:00,25335.5,14,55,24100,0,,NIFTY27JAN2624100PE,0.18946,0.18224
2026-01-20 15:00:00,25288.25,15,0,24100,0,0.18224,NIFTY27JAN2624100PE,,0.18535
2026-01-20 15:05:00,25289.95,15,5,24100,0,0.18535,NIFTY27JAN2624100PE,0.18224,0.18401
2026-01-20 15:10:00,25245.35,15,10,24100,0,0.18401,NIFTY27JAN2624100PE,0.18535,0.19277
2026-01-20 15:15:00,25238.75,15,15,24100,0,0.19277,NIFTY27JAN2624100PE,0.18401,0.18901
2026-01-20 15:20:00,25191.85,15,20,24100,0,0.18901,NIFTY27JAN2624100PE,0.19277,0.18717
2026-01-20 15:25:00,25185.2,15,25,24100,0,0.18717,NIFTY27JAN2624100PE,0.18901,0.19239
2026-01-21 09:15:00,25171.75,9,15,24100,0,0.19239,NIFTY27JAN2624100PE,0.18717,0.19878
2026-01-21 09:20:00,25204.0,9,20,24100,0,0.19878,NIFTY27JAN2624100PE,0.19239,0.20844
2026-01-21 09:25:00,25249.5,9,25,24100,0,0.20844,NIFTY27JAN2624100PE,0.19878,0.20422
2026-01-21 09:30:00,25231.8,9,30,24100,0,0.20422,NIFTY27JAN2624100PE,0.20844,0.20703
2026-01-21 09:35:00,25229.95,9,35,24100,0,0.20703,NIFTY27JAN2624100PE,0.20422,0.19894
2026-01-21 09:40:00,25195.85,9,40,24100,0,0.19894,NIFTY27JAN2624100PE,0.20703,
2026-01-21 09:45:00,25195.8,9,45,24100,0,,NIFTY27JAN2624100PE,0.19894,0.19499
2026-01-21 09:50:00,25185.15,9,50,24100,0,0.19499,NIFTY27JAN2624100PE,,
2026-01-21 09:55:00,25177.9,9,55,24100,0,,NIFTY27JAN2624100PE,0.19499,0.19167
2026-01-21 10:00:00,25151.55,10,0,24100,0,0.19167,NIFTY27JAN2624100PE,,0.19279
2026-01-21 10:05:00,25168.3,10,5,24100,0,0.19279,NIFTY27JAN2624100PE,0.19167,0.18776
2026-01-21 10:10:00,25142.55,10,10,24100,0,0.18776,NIFTY27JAN2624100PE,0.19279,0.18993
2026-01-21 10:15:00,25145.8,10,15,24100,0,0.18993,NIFTY27JAN2624100PE,0.18776,0.19248
2026-01-21 10:20:00,25143.35,10,20,24100,0,0.19248,NIFTY27JAN2624100PE,0.18993,0.18907
2026-01-21 10:25:00,25100.4,10,25,24100,0,0.18907,NIFTY27JAN2624100PE,0.19248,0.18695
2026-01-21 10:30:00,25093.35,10,30,24100,0,0.18695,NIFTY27JAN2624100PE,0.18907,0.18667
2026-01-21 10:35:00,25094.5,10,35,24100,0,0.18667,NIFTY27JAN2624100PE,0.18695,0.19196
2026-01-21 10:40:00,25076.8,10,40,24100,0,0.19196,NIFTY27JAN2624100PE,0.18667,0.18465
2026-01-21 10:45:00,25011.65,10,45,24100,0,0.18465,NIFTY27JAN2624100PE,0.19196,
2026-01-21 10:50:00,25009.05,10,50,24100,0,,NIFTY27JAN2624100PE,0.18465,0.19093
2026-01-21 10:55:00,24957.3,10,55,24100,0,0.19093,NIFTY27JAN2624100PE,,0.19389
2026-01-21 11:00:00,24996.3,11,0,24100,0,0.19389,NIFTY27JAN2624100PE,0.19093,
2026-01-21 11:05:00,24985.75,11,5,24100,0,,NIFTY27JAN2624100PE,0.19389,0.19069
2026-01-21 11:10:00,25017.2,11,10,24100,0,0.19069,NIFTY27JAN2624100PE,,0.19101
2026-01-21 11:15:00,25046.1,11,15,24100,0,0.19101,NIFTY27JAN2624100PE,0.19069,0.19596
2026-01-21 11:20:00,25060.3,11,20,24100,0,0.19596,NIFTY27JAN2624100PE,0.19101,0.19892
2026-01-21 11:25:00,25041.3,11,25,24100,0,0.19892,NIFTY27JAN2624100PE,0.19596,
2026-01-21 11:30:00,25041.05,11,30,24100,0,,NIFTY27JAN2624100PE,0.19892,0.19761
2026-01-21 11:35:00,25049.35,11,35,24100,0,0.19761,NIFTY27JAN2624100PE,,0.19653
2026-01-21 11:40:00,25042.9,11,40,24100,0,0.19653,NIFTY27JAN2624100PE,0.19761,0.19655
2026-01-21 11:45:00,25045.15,11,45,24100,0,0.19655,NIFTY27JAN2624100PE,0.19653,
2026-01-21 11:50:00,25057.75,11,50,24100,0,,NIFTY27JAN2624100PE,0.19655,0.19738
2026-01-21 11:55:00,25064.55,11,55,24100,0,0.19738,NIFTY27JAN2624100PE,,
2026-01-21 12:00:00,25081.9,12,0,24100,0,,NIFTY27JAN2624100PE,0.19738,
2026-01-21 12:05:00,25117.2,12,5,24100,0,,NIFTY27JAN2624100PE,,
2026-01-21 12:10:00,25113.35,12,10,24100,0,,NIFTY27JAN2624100PE,,0.19586
2026-01-21 12:15:00,25129.25,12,15,24100,0,0.19586,NIFTY27JAN2624100PE,,0.20048
2026-01-21 12:20:00,25163.0,12,20,24100,0,0.20048,NIFTY27JAN2624100PE,0.19586,0.20945
2026-01-21 12:25:00,25166.9,12,25,24100,0,0.20945,NIFTY27JAN2624100PE,0.20048,
2026-01-21 12:30:00,25153.65,12,30,24100,0,,NIFTY27JAN2624100PE,0.20945,
2026-01-21 12:35:00,25191.3,12,35,24100,0,,NIFTY27JAN2624100PE,,0.21174
2026-01-21 12:40:00,25225.6,12,40,24100,0,0.21174,NIFTY27JAN2624100PE,,0.21557
2026-01-21 12:45:00,25260.15,12,45,24100,0,0.21557,NIFTY27JAN2624100PE,0.21174,
2026-01-21 12:50:00,25266.0,12,50,24100,0,,NIFTY27JAN2624100PE,0.21557,0.22236
2026-01-21 12:55:00,25281.8,12,55,24100,0,0.22236,NIFTY27JAN2624100PE,,0.22218
2026-01-21 13:00:00,25281.3,13,0,24100,0,0.22218,NIFTY27JAN2624100PE,0.22236,
2026-01-21 13:05:00,25288.85,13,5,24100,0,,NIFTY27JAN2624100PE,0.22218,0.21525
2026-01-21 13:10:00,25221.5,13,10,24100,0,0.21525,NIFTY27JAN2624100PE,,0.21678
2026-01-21 13:15:00,25225.05,13,15,24100,0,0.21678,NIFTY27JAN2624100PE,0.21525,0.21895
2026-01-21 13:20:00,25225.7,13,20,24100,0,0.21895,NIFTY27JAN2624100PE,0.21678,0.21445
2026-01-21 13:25:00,25205.25,13,25,24100,0,0.21445,NIFTY27JAN2624100PE,0.21895,0.21911
2026-01-21 13:30:00,25215.7,13,30,24100,0,0.21911,NIFTY27JAN2624100PE,0.21445,0.20869
2026-01-21 13:35:00,25182.35,13,35,24100,0,0.20869,NIFTY27JAN2624100PE,0.21911,0.21314
2026-01-21 13:40:00,25193.1,13,40,24100,0,0.21314,NIFTY27JAN2624100PE,0.20869,0.21318
2026-01-21 13:45:00,25192.95,13,45,24100,0,0.21318,NIFTY27JAN2624100PE,0.21314,0.21312
2026-01-21 13:50:00,25179.95,13,50,24100,0,0.21312,NIFTY27JAN2624100PE,0.21318,0.21187
2026-01-21 13:55:00,25164.25,13,55,24100,0,0.21187,NIFTY27JAN2624100PE,0.21312,0.2058
2026-01-21 14:00:00,25141.15,14,0,24100,0,0.2058,NIFTY27JAN2624100PE,0.21187,0.20635
2026-01-21 14:05:00,25151.55,14,5,24100,0,0.20635,NIFTY27JAN2624100PE,0.2058,
2026-01-21 14:10:00,25141.05,14,10,24100,0,,NIFTY27JAN2624100PE,0.20635,0.19658
2026-01-21 14:15:00,25139.05,14,15,24100,0,0.19658,NIFTY27JAN2624100PE,,0.20603
2026-01-21 14:20:00,25178.3,14,20,24100,0,0.20603,NIFTY27JAN2624100PE,0.19658,0.20324
2026-01-21 14:25:00,25144.75,14,25,24100,0,0.20324,NIFTY27JAN2624100PE,0.20603,0.19662
2026-01-21 14:30:00,25130.1,14,30,24100,0,0.19662,NIFTY27JAN2624100PE,0.20324,0.19788
2026-01-21 14:35:00,25146.5,14,35,24100,0,0.19788,NIFTY27JAN2624100PE,0.19662,0.1993
2026-01-21 14:40:00,25152.35,14,40,24100,0,0.1993,NIFTY27JAN2624100PE,0.19788,0.19637
2026-01-21 14:45:00,25149.7,14,45,24100,0,0.19637,NIFTY27JAN2624100PE,0.1993,0.19536
2026-01-21 14:50:00,25153.5,14,50,24100,0,0.19536,NIFTY27JAN2624100PE,0.19637,0.19663
2026-01-21 14:55:00,25147.1,14,55,24100,0,0.19663,NIFTY27JAN2624100PE,0.19536,
2026-01-21 15:00:00,25160.2,15,0,24100,0,,NIFTY27JAN2624100PE,0.19663,0.19776
2026-01-21 15:05:00,25171.7,15,5,24100,0,0.19776,NIFTY27JAN2624100PE,,0.19826
2026-01-21 15:10:00,25159.7,15,10,24100,0,0.19826,NIFTY27JAN2624100PE,0.19776,0.19582
2026-01-21 15:15:00,25148.5,15,15,24100,0,0.19582,NIFTY27JAN2624100PE,0.19826,0.19525
2026-01-21 15:20:00,25154.25,15,20,24100,0,0.19525,NIFTY27JAN2624100PE,0.19582,0.19141
2026-01-21 15:25:00,25150.7,15,25,24100,0,0.19141,NIFTY27JAN2624100PE,0.19525,0.21365
2026-01-22 09:15:00,25332.45,9,15,24100,0,0.21365,NIFTY27JAN2624100PE,0.19141,0.21083
2026-01-22 09:20:00,25329.3,9,20,24100,0,0.21083,NIFTY27JAN2624100PE,0.21365,0.21093
2026-01-22 09:25:00,25334.05,9,25,24100,0,0.21093,NIFTY27JAN2624100PE,0.21083,0.26802
2026-01-22 09:30:00,25400.35,9,30,24100,0,0.26802,NIFTY27JAN2624100PE,0.21093,
2026-01-22 09:35:00,25415.7,9,35,24100,0,,NIFTY27JAN2624100PE,0.26802,
2026-01-22 09:40:00,25405.7,9,40,24100,0,,NIFTY27JAN2624100PE,,0.25775
2026-01-22 09:45:00,25400.1,9,45,24100,0,0.25775,NIFTY27JAN2624100PE,,
2026-01-22 09:50:00,25430.85,9,50,24100,0,,NIFTY27JAN2624100PE,0.25775,0.23352
2026-01-22 09:55:00,25385.65,9,55,24100,0,0.23352,NIFTY27JAN2624100PE,,0.22953
2026-01-22 10:00:00,25404.05,10,0,24100,0,0.22953,NIFTY27JAN2624100PE,0.23352,0.22998
2026-01-22 10:05:00,25387.2,10,5,24100,0,0.22998,NIFTY27JAN2624100PE,0.22953,0.22525
2026-01-22 10:10:00,25366.75,10,10,24100,0,0.22525,NIFTY27JAN2624100PE,0.22998,0.22862
2026-01-22 10:15:00,25384.2,10,15,24100,0,0.22862,NIFTY27JAN2624100PE,0.22525,0.21547
2026-01-22 10:20:00,25330.55,10,20,24100,0,0.21547,NIFTY27JAN2624100PE,0.22862,0.20926
2026-01-22 10:25:00,25335.0,10,25,24100,0,0.20926,NIFTY27JAN2624100PE,0.21547,0.20399
2026-01-22 10:30:00,25273.25,10,30,24100,0,0.20399,NIFTY27JAN2624100PE,0.20926,0.20729
2026-01-22 10:35:00,25312.45,10,35,24100,0,0.20729,NIFTY27JAN2624100PE,0.20399,0.20398
2026-01-22 10:40:00,25290.35,10,40,24100,0,0.20398,NIFTY27JAN2624100PE,0.20729,0.20513
2026-01-22 10:45:00,25288.95,10,45,24100,0,0.20513,NIFTY27JAN2624100PE,0.20398,0.20447
2026-01-22 10:50:00,25270.45,10,50,24100,0,0.20447,NIFTY27JAN2624100PE,0.20513,0.20926
2026-01-22 10:55:00,25267.3,10,55,24100,0,0.20926,NIFTY27JAN2624100PE,0.20447,0.20304
2026-01-22 11:00:00,25234.85,11,0,24100,0,0.20304,NIFTY27JAN2624100PE,0.20926,0.20118
2026-01-22 11:05:00,25223.35,11,5,24100,0,0.20118,NIFTY27JAN2624100PE,0.20304,0.20313
2026-01-22 11:10:00,25234.6,11,10,24100,0,0.20313,NIFTY27JAN2624100PE,0.20118,0.20203
2026-01-22 11:15:00,25230.3,11,15,24100,0,0.20203,NIFTY27JAN2624100PE,0.20313,0.19782
2026-01-22 11:20:00,25224.65,11,20,24100,0,0.19782,NIFTY27JAN2624100PE,0.20203,0.20607
2026-01-22 11:25:00,25274.25,11,25,24100,0,0.20607,NIFTY27JAN2624100PE,0.19782,0.20008
2026-01-22 11:30:00,25237.65,11,30,24100,0,0.20008,NIFTY27JAN2624100PE,0.20607,0.20258
2026-01-22 11:35:00,25252.75,11,35,24100,0,0.20258,NIFTY27JAN2624100PE,0.20008,0.20268
2026-01-22 11:40:00,25230.6,11,40,24100,0,0.20268,NIFTY27JAN2624100PE,0.20258,0.19708
2026-01-22 11:45:00,25200.8,11,45,24100,0,0.19708,NIFTY27JAN2624100PE,0.20268,0.20134
2026-01-22 11:50:00,25218.4,11,50,24100,0,0.20134,NIFTY27JAN2624100PE,0.19708,0.19954
2026-01-22 11:55:00,25201.6,11,55,24100,0,0.19954,NIFTY27JAN2624100PE,0.20134,0.19602
2026-01-22 12:00:00,25184.35,12,0,24100,0,0.19602,NIFTY27JAN2624100PE,0.19954,0.19904
2026-01-22 12:05:00,25218.75,12,5,24100,0,0.19904,NIFTY27JAN2624100PE,0.19602,0.1981
2026-01-22 12:10:00,25226.35,12,10,24100,0,0.1981,NIFTY27JAN2624100PE,0.19904,0.19688
2026-01-22 12:15:00,25221.55,12,15,24100,0,0.19688,NIFTY27JAN2624100PE,0.1981,0.20511
2026-01-22 12:20:00,25272.95,12,20,24100,0,0.20511,NIFTY27JAN2624100PE,0.19688,0.19899
2026-01-22 12:25:00,25240.05,12,25,24100,0,0.19899,NIFTY27JAN2624100PE,0.20511,0.19965
2026-01-22 12:30:00,25251.1,12,30,24100,0,0.19965,NIFTY27JAN2624100PE,0.19899,0.2021
2026-01-22 12:35:00,25259.05,12,35,24100,0,0.2021,NIFTY27JAN2624100PE,0.19965,
2026-01-22 12:40:00,25236.55,12,40,24100,0,,NIFTY27JAN2624100PE,0.2021,0.1998
2026-01-22 12:45:00,25253.05,12,45,24100,0,0.1998,NIFTY27JAN2624100PE,,0.19967
2026-01-22 12:50:00,25254.0,12,50,24100,0,0.19967,NIFTY27JAN2624100PE,0.1998,0.1943
2026-01-22 12:55:00,25215.15,12,55,24100,0,0.1943,NIFTY27JAN2624100PE,0.19967,0.19346
2026-01-22 13:00:00,25215.7,13,0,24100,0,0.19346,NIFTY27JAN2624100PE,0.1943,
2026-01-22 13:05:00,25210.35,13,5,24100,0,,NIFTY27JAN2624100PE,0.19346,0.19486
2026-01-22 13:10:00,25206.6,13,10,24100,0,0.19486,NIFTY27JAN2624100PE,,0.19149
2026-01-22 13:15:00,25186.75,13,15,24100,0,0.19149,NIFTY27JAN2624100PE,0.19486,0.19303
2026-01-22 13:20:00,25195.0,13,20,24100,0,0.19303,NIFTY27JAN2624100PE,0.19149,0.19431
2026-01-22 13:25:00,25194.95,13,25,24100,0,0.19431,NIFTY27JAN2624100PE,0.19303,
2026-01-22 13:30:00,25171.75,13,30,24100,0,,NIFTY27JAN2624100PE,0.19431,0.19599
2026-01-22 13:35:00,25225.85,13,35,24100,0,0.19599,NIFTY27JAN2624100PE,,0.19152
2026-01-22 13:40:00,25195.9,13,40,24100,0,0.19152,NIFTY27JAN2624100PE,0.19599,0.18986
2026-01-22 13:45:00,25188.3,13,45,24100,0,0.18986,NIFTY27JAN2624100PE,0.19152,0.19184
2026-01-22 13:50:00,25206.65,13,50,24100,0,0.19184,NIFTY27JAN2624100PE,0.18986,0.19499
2026-01-22 13:55:00,25236.1,13,55,24100,0,0.19499,NIFTY27JAN2624100PE,0.19184,0.19241
2026-01-22 14:00:00,25232.35,14,0,24100,0,0.19241,NIFTY27JAN2624100PE,0.19499,0.19156
2026-01-22 14:05:00,25228.35,14,5,24100,0,0.19156,NIFTY27JAN2624100PE,0.19241,0.19124
2026-01-22 14:10:00,25212.7,14,10,24100,0,0.19124,NIFTY27JAN2624100PE,0.19156,0.1869
2026-01-22 14:15:00,25178.75,14,15,24100,0,0.1869,NIFTY27JAN2624100PE,0.19124,
2026-01-22 14:20:00,25194.65,14,20,24100,0,,NIFTY27JAN2624100PE,0.1869,0.18769
2026-01-22 14:25:00,25206.4,14,25,24100,0,0.18769,NIFTY27JAN2624100PE,,0.19115
2026-01-22 14:30:00,25236.6,14,30,24100,0,0.19115,NIFTY27JAN2624100PE,0.18769,0.19426
2026-01-22 14:35:00,25267.55,14,35,24100,0,0.19426,NIFTY27JAN2624100PE,0.19115,0.19642
2026-01-22 14:40:00,25289.0,14,40,24100,0,0.19642,NIFTY27JAN2624100PE,0.19426,0.19358
2026-01-22 14:45:00,25289.65,14,45,24100,0,0.19358,NIFTY27JAN2624100PE,0.19642,0.19387
2026-01-22 14:50:00,25294.65,14,50,24100,0,0.19387,NIFTY27JAN2624100PE,0.19358,0.19065
2026-01-22 14:55:00,25290.85,14,55,24100,0,0.19065,NIFTY27JAN2624100PE,0.19387,0.18974
2026-01-22 15:00:00,25269.5,15,0,24100,0,0.18974,NIFTY27JAN2624100PE,0.19065,0.18893
2026-01-22 15:05:00,25256.3,15,5,24100,0,0.18893,NIFTY27JAN2624100PE,0.18974,0.19217
2026-01-22 15:10:00,25297.3,15,10,24100,0,0.19217,NIFTY27JAN2624100PE,0.18893,0.18929
2026-01-22 15:15:00,25297.45,15,15,24100,0,0.18929,NIFTY27JAN2624100PE,0.19217,0.19178
2026-01-22 15:20:00,25308.25,15,20,24100,0,0.19178,NIFTY27JAN2624100PE,0.18929,0.19107
2026-01-22 15:25:00,25314.1,15,25,24100,0,0.19107,NIFTY27JAN2624100PE,0.19178,
2026-01-23 09:15:00,25292.15,9,15,24100,0,,NIFTY27JAN2624100PE,0.19107,0.2079
2026-01-23 09:20:00,25265.75,9,20,24100,0,0.2079,NIFTY27JAN2624100PE,,0.21748
2026-01-23 09:25:00,25330.85,9,25,24100,0,0.21748,NIFTY27JAN2624100PE,0.2079,0.21749
2026-01-23 09:30:00,25330.3,9,30,24100,0,0.21749,NIFTY27JAN2624100PE,0.21748,0.21401
2026-01-23 09:35:00,25299.45,9,35,24100,0,0.21401,NIFTY27JAN2624100PE,0.21749,0.21597
2026-01-23 09:40:00,25299.95,9,40,24100,0,0.21597,NIFTY27JAN2624100PE,0.21401,
2026-01-23 09:45:00,25269.0,9,45,24100,0,,NIFTY27JAN2624100PE,0.21597,0.21445
2026-01-23 09:50:00,25300.7,9,50,24100,0,0.21445,NIFTY27JAN2624100PE,,0.21121
2026-01-23 09:55:00,25284.3,9,55,24100,0,0.21121,NIFTY27JAN2624100PE,0.21445,0.21331
2026-01-23 10:00:00,25294.9,10,0,24100,0,0.21331,NIFTY27JAN2624100PE,0.21121,
2026-01-23 10:05:00,25293.15,10,5,24100,0,,NIFTY27JAN2624100PE,0.21331,0.2111
2026-01-23 10:10:00,25285.05,10,10,24100,0,0.2111,NIFTY27JAN2624100PE,,0.2114
2026-01-23 10:15:00,25283.3,10,15,24100,0,0.2114,NIFTY27JAN2624100PE,0.2111,0.20778
2026-01-23 10:20:00,25261.25,10,20,24100,0,0.20778,NIFTY27JAN2624100PE,0.2114,0.20768
2026-01-23 10:25:00,25266.4,10,25,24100,0,0.20768,NIFTY27JAN2624100PE,0.20778,
2026-01-23 10:30:00,25303.15,10,30,24100,0,,NIFTY27JAN2624100PE,0.20768,
2026-01-23 10:35:00,25313.0,10,35,24100,0,,NIFTY27JAN2624100PE,,0.21299
2026-01-23 10:40:00,25297.7,10,40,24100,0,0.21299,NIFTY27JAN2624100PE,,
2026-01-23 10:45:00,25297.35,10,45,24100,0,,NIFTY27JAN2624100PE,0.21299,0.21215
2026-01-23 10:50:00,25284.35,10,50,24100,0,0.21215,NIFTY27JAN2624100PE,,0.21133
2026-01-23 10:55:00,25278.2,10,55,24100,0,0.21133,NIFTY27JAN2624100PE,0.21215,0.21164
2026-01-23 11:00:00,25279.7,11,0,24100,0,0.21164,NIFTY27JAN2624100PE,0.21133,0.2094
2026-01-23 11:05:00,25270.35,11,5,24100,0,0.2094,NIFTY27JAN2624100PE,0.21164,
2026-01-23 11:10:00,25281.6,11,10,24100,0,,NIFTY27JAN2624100PE,0.2094,0.20872
2026-01-23 11:15:00,25277.8,11,15,24100,0,0.20872,NIFTY27JAN2624100PE,,
2026-01-23 11:20:00,25261.05,11,20,24100,0,,NIFTY27JAN2624100PE,0.20872,0.20887
2026-01-23 11:25:00,25270.95,11,25,24100,0,0.20887,NIFTY27JAN2624100PE,,0.20902
2026-01-23 11:30:00,25274.7,11,30,24100,0,0.20902,NIFTY27JAN2624100PE,0.20887,0.20479
2026-01-23 11:35:00,25252.0,11,35,24100,0,0.20479,NIFTY27JAN2624100PE,0.20902,0.20188
2026-01-23 11:40:00,25221.8,11,40,24100,0,0.20188,NIFTY27JAN2624100PE,0.20479,0.1984
2026-01-23 11:45:00,25210.75,11,45,24100,0,0.1984,NIFTY27JAN2624100PE,0.20188,
2026-01-23 11:50:00,25193.45,11,50,24100,0,,NIFTY27JAN2624100PE,0.1984,0.19772
2026-01-23 11:55:00,25208.4,11,55,24100,0,0.19772,NIFTY27JAN2624100PE,,0.198
2026-01-23 12:00:00,25209.75,12,0,24100,0,0.198,NIFTY27JAN2624100PE,0.19772,0.19729
2026-01-23 12:05:00,25207.8,12,5,24100,0,0.19729,NIFTY27JAN2624100PE,0.198,0.1943
2026-01-23 12:10:00,25190.3,12,10,24100,0,0.1943,NIFTY27JAN2624100PE,0.19729,0.19529
2026-01-23 12:15:00,25193.1,12,15,24100,0,0.19529,NIFTY27JAN2624100PE,0.1943,0.19831
2026-01-23 12:20:00,25216.55,12,20,24100,0,0.19831,NIFTY27JAN2624100PE,0.19529,0.19636
2026-01-23 12:25:00,25202.7,12,25,24100,0,0.19636,NIFTY27JAN2624100PE,0.19831,
2026-01-23 12:30:00,25205.2,12,30,24100,0,,NIFTY27JAN2624100PE,0.19636,
2026-01-23 12:35:00,25205.5,12,35,24100,0,,NIFTY27JAN2624100PE,,0.19528
2026-01-23 12:40:00,25211.7,12,40,24100,0,0.19528,NIFTY27JAN2624100PE,,0.19929
2026-01-23 12:45:00,25238.75,12,45,24100,0,0.19929,NIFTY27JAN2624100PE,0.19528,0.19651
2026-01-23 12:50:00,25208.05,12,50,24100,0,0.19651,NIFTY27JAN2624100PE,0.19929,0.20039
